#Zeitstempel[ms];BeschleunigungX[m/s2];BeschleunigungY[m/s2];BeschleunigungZ[m/s2];GyroskopX[rad/s];GyroskopY[rad/s];GyroskopZ[rad/s]
1655820528373;0,526648;2,640757;6,829317;-0,485167;0,320983;-0,173486
1655820528383;0,526648;2,640757;6,829317;-0,485167;0,320983;-0,173486
1655820528394;-0,11134;3,018131;7,547788;-0,485167;0,320983;-0,173486
1655820528404;-0,11134;3,018131;7,547788;-0,288346;0,176296;-0,213175
1655820528414;-0,11134;3,018131;7,547788;-0,288346;0,176296;-0,213175
1655820528560;-0,43471;3,677111;10,208349;-0,288346;0,176296;-0,213175
1655820528571;-0,43471;3,677111;10,208349;-0,110759;0,085347;-0,138649
1655820528581;-0,43471;3,677111;10,208349;-0,110759;0,085347;-0,138649
1655820528591;-1,054646;3,769824;10,689325;-0,110759;0,085347;-0,138649
1655820528602;-1,054646;3,769824;10,689325;0,016144;-0,148056;-0,164724
1655820528612;-1,054646;3,769824;10,689325;0,016144;-0,148056;-0,164724
1655820528425;-0,508844;3,356977;7,140544;0,016144;-0,148056;-0,164724
1655820528435;-0,508844;3,356977;7,140544;0,016424;-0,255673;-0,134286
1655820528445;-0,508844;3,356977;7,140544;0,016424;-0,255673;-0,134286
1655820528455;-0,812582;3,50785;9,313167;0,016424;-0,255673;-0,134286
1655820528466;-0,812582;3,50785;9,313167;0,016424;-0,255673;-0,134286
1655820528476;-0,812582;3,50785;9,313167;-0,123133;-0,00754;0,060912
1655820528486;-0,662121;3,667754;9,688367;-0,123133;-0,00754;0,060912
1655820528497;-0,662121;3,667754;9,688367;-0,123133;-0,00754;0,060912
1655820528507;-0,662121;3,667754;9,688367;-0,12802;0,454414;0,020944
1655820528517;-0,662121;3,667754;9,688367;-0,12802;0,454414;0,020944
1655820528527;-0,247924;3,685634;9,825182;-0,12802;0,454414;0,020944
1655820528538;-0,247924;3,685634;9,825182;0,045291;0,101404;-0,052744
1655820528548;-0,247924;3,685634;9,825182;0,045291;0,101404;-0,052744
1655820528622;-0,960362;3,787254;10,768314;0,045291;0,101404;-0,052744
1655820528632;-0,960362;3,787254;10,768314;0,172491;-0,034976;0,16989
1655820528643;-0,960362;3,787254;10,768314;0,172491;-0,034976;0,16989
1655820528653;-1,442755;4,098385;10,631395;0,172491;-0,034976;0,16989
1655820528664;-1,442755;4,098385;10,631395;0,011764;0,392856;0,273703
1655820528674;-1,442755;4,098385;10,631395;0,011764;0,392856;0,273703
1655820528684;-1,442755;4,098385;10,631395;0,011764;0,392856;0,273703
1655820528694;-1,760121;3,938711;12,681942;0,011764;0,392856;0,273703
1655820528705;-1,760121;3,938711;12,681942;-0,19045;-0,287316;0,164427
1655820528715;-1,760121;3,938711;12,681942;-0,19045;-0,287316;0,164427
1655820528725;-1,049187;3,145234;11,634125;-0,19045;-0,287316;0,164427
1655820528735;-1,049187;3,145234;11,634125;-0,35863;-0,286827;0,159383
1655820528745;-1,049187;3,145234;11,634125;-0,35863;-0,286827;0,159383
1655820528756;-0,969642;2,244689;10,556763;-0,35863;-0,286827;0,159383
1655820528766;-0,969642;2,244689;10,556763;-0,422422;0,358473;0,231151
1655820528776;-0,969642;2,244689;10,556763;-0,422422;0,358473;0,231151
1655820528787;-1,552477;2,354544;9,871199;-0,422422;0,358473;0,231151
1655820528797;-1,552477;2,354544;9,871199;-0,091647;0,244119;0,254015
1655820528810;-1,552477;2,354544;9,871199;-0,091647;0,244119;0,254015
1655820528820;-1,704336;2,544931;10,321155;-0,091647;0,244119;0,254015
1655820528830;-1,704336;2,544931;10,321155;-0,091647;0,244119;0,254015
1655820528840;-1,704336;2,544931;10,321155;0,178861;-0,23541;0,244538
1655820528850;-1,704336;2,544931;10,321155;0,178861;-0,23541;0,244538
1655820528860;-1,060593;2,473153;8,838771;0,178861;-0,23541;0,244538
1655820528871;-1,060593;2,473153;8,838771;0,123098;-0,414236;0,265534
1655820528881;-1,060593;2,473153;8,838771;0,123098;-0,414236;0,265534
1655820528891;-0,498913;2,100376;8,171525;0,123098;-0,414236;0,265534
1655820528902;-0,498913;2,100376;8,171525;0,00391;0,019705;0,267699
1655820528912;-0,498913;2,100376;8,171525;0,00391;0,019705;0,267699
1655820528922;-0,387842;1,960861;7,02568;0,00391;0,019705;0,267699
1655820528933;-0,387842;1,960861;7,02568;0,001065;0,055659;0,192772
1655820528943;-0,387842;1,960861;7,02568;0,001065;0,055659;0,192772
1655820528953;-0,593954;2,116953;6,860346;0,001065;0,055659;0,192772
1655820528963;-0,593954;2,116953;6,860346;0,001065;0,055659;0,192772
1655820528973;-0,593954;2,116953;6,860346;0,224938;-0,180607;0,126048
1655820528983;-0,593954;2,116953;6,860346;0,224938;-0,180607;0,126048
1655820528994;-0,856492;2,453683;6,998826;0,224938;-0,180607;0,126048
1655820529004;-0,856492;2,453683;6,998826;0,200399;-0,153851;0,114005
1655820529014;-0,856492;2,453683;6,998826;0,200399;-0,153851;0,114005
1655820529024;-1,094677;2,887541;7,918937;0,200399;-0,153851;0,114005
1655820529035;-1,094677;2,887541;7,918937;0,202807;-0,735901;0,120148
1655820529045;-1,094677;2,887541;7,918937;0,202807;-0,735901;0,120148
1655820529056;-0,579857;3,027717;8,24744;0,202807;-0,735901;0,120148
1655820529066;-0,579857;3,027717;8,24744;0,169646;-1,05362;0,098053
1655820529076;-0,579857;3,027717;8,24744;0,169646;-1,05362;0,098053
1655820529086;0,080608;2,894293;8,79757;0,169646;-1,05362;0,098053
1655820529096;0,080608;2,894293;8,79757;0,169646;-1,05362;0,098053
1655820529107;0,080608;2,894293;8,79757;-0,102172;-0,27667;0,036547
1655820529117;0,080608;2,894293;8,79757;-0,102172;-0,27667;0,036547
1655820529127;-0,148077;3,002587;9,709235;-0,102172;-0,27667;0,036547
1655820529137;-0,148077;3,002587;9,709235;-0,194796;0,381756;-0,004363
1655820529147;-0,148077;3,002587;9,709235;-0,194796;0,381756;-0,004363
1655820529157;-0,531858;3,153585;10,189119;-0,194796;0,381756;-0,004363
1655820529168;-0,531858;3,153585;10,189119;-0,03454;0,111265;-0,173713
1655820529178;-0,531858;3,153585;10,189119;-0,03454;0,111265;-0,173713
1655820529188;-0,825731;3,54791;11,704495;-0,03454;0,111265;-0,173713
1655820529198;-0,825731;3,54791;11,704495;0,062256;0,665407;-0,258832
1655820529208;-0,825731;3,54791;11,704495;0,062256;0,665407;-0,258832
1655820529219;-0,825731;3,54791;11,704495;0,062256;0,665407;-0,258832
1655820529229;-1,203038;3,958918;10,909582;0,062256;0,665407;-0,258832
1655820529239;-1,203038;3,958918;10,909582;0,018378;1,260581;-0,147428
1655820529249;-1,203038;3,958918;10,909582;0,018378;1,260581;-0,147428
1655820529259;-2,066857;3,993749;11,976668;0,018378;1,260581;-0,147428
1655820529269;-2,066857;3,993749;11,976668;0,002897;0,631722;-0,108525
1655820529280;-2,066857;3,993749;11,976668;0,002897;0,631722;-0,108525
1655820529290;-1,021807;3,02878;13,323378;0,002897;0,631722;-0,108525
1655820529300;-1,021807;3,02878;13,323378;0,12699;-0,80725;-0,226998
1655820529310;-1,021807;3,02878;13,323378;0,12699;-0,80725;-0,226998
1655820529320;0,381454;2,561403;10,694515;0,12699;-0,80725;-0,226998
1655820529330;0,381454;2,561403;10,694515;-0,152821;-0,011397;-0,152961
1655820529341;0,381454;2,561403;10,694515;-0,152821;-0,011397;-0,152961
1655820529351;0,381454;2,561403;10,694515;-0,152821;-0,011397;-0,152961
1655820529361;-0,029841;2,283954;9,538194;-0,208602;1,073552;-0,215426
1655820529372;-0,029841;2,283954;9,538194;-0,208602;1,073552;-0,215426
1655820529382;-0,029841;2,283954;9,538194;-0,208602;1,073552;-0,215426
1655820529392;-0,786438;2,509143;9,584507;-0,208602;1,073552;-0,215426
1655820529402;-0,786438;2,509143;9,584507;0,053407;0,47068;-0,394183
1655820529413;-0,786438;2,509143;9,584507;0,053407;0,47068;-0,394183
1655820529423;-0,815417;2,697557;9,663008;0,053407;0,47068;-0,394183
1655820529433;-0,815417;2,697557;9,663008;0,248413;-0,442999;-0,291732
1655820529443;-0,815417;2,697557;9,663008;0,248413;-0,442999;-0,291732
1655820529453;-0,815417;2,697557;9,663008;0,248413;-0,442999;-0,291732
1655820529464;-0,034927;2,477845;7,715477;-0,03468;0,167412;-0,054437
1655820529474;-0,034927;2,477845;7,715477;-0,03468;0,167412;-0,054437
1655820529484;-0,034927;2,477845;7,715477;-0,03468;0,167412;-0,054437
1655820529494;-0,15388;2,425288;7,294309;-0,001728;0,330932;-0,170623
1655820529504;-0,15388;2,425288;7,294309;-0,001728;0,330932;-0,170623
1655820529515;-0,15388;2,425288;7,294309;-0,001728;0,330932;-0,170623
1655820529525;-0,810236;2,459238;7,471758;-0,001728;0,330932;-0,170623
1655820529535;-0,810236;2,459238;7,471758;0,098227;0,264243;-0,407011
1655820529546;-0,810236;2,459238;7,471758;0,098227;0,264243;-0,407011
1655820529556;-1,22948;3,023178;7,309229;0,098227;0,264243;-0,407011
1655820529566;-1,22948;3,023178;7,309229;0,241152;0,046827;-0,287264
1655820529576;-1,22948;3,023178;7,309229;0,241152;0,046827;-0,287264
1655820529586;-1,178531;3,461365;7,266364;0,241152;0,046827;-0,287264
1655820529597;-1,178531;3,461365;7,266364;0,15769;0,221866;0,002478
1655820529607;-1,178531;3,461365;7,266364;0,15769;0,221866;0,002478
1655820529617;-1,178531;3,461365;7,266364;0,15769;0,221866;0,002478
1655820529627;-1,159435;3,642797;8,051997;0,09512;0,052482;-0,002705
1655820529638;-1,159435;3,642797;8,051997;0,09512;0,052482;-0,002705
1655820529649;-1,159435;3,642797;8,051997;0,09512;0,052482;-0,002705
1655820529660;-0,976355;3,572992;9,203732;0,09512;0,052482;-0,002705
1655820529671;-0,976355;3,572992;9,203732;-0,009111;-0,184132;-0,115209
1655820529681;-0,976355;3,572992;9,203732;-0,009111;-0,184132;-0,115209
1655820529692;-0,862152;3,510446;9,408619;-0,009111;-0,184132;-0,115209
1655820529702;-0,862152;3,510446;9,408619;-0,19607;0,179333;-0,027908
1655820529712;-0,862152;3,510446;9,408619;-0,19607;0,179333;-0,027908
1655820529722;-1,4146;3,532012;10,277637;-0,19607;0,179333;-0,027908
1655820529733;-1,4146;3,532012;10,277637;-0,129434;0,324282;0,071209
1655820529743;-1,4146;3,532012;10,277637;-0,129434;0,324282;0,071209
1655820529753;-1,471285;3,523135;10,559464;-0,129434;0,324282;0,071209
1655820529763;-1,471285;3,523135;10,559464;0,088157;-0,201638;0,10479
1655820529773;-1,471285;3,523135;10,559464;0,088157;-0,201638;0,10479
1655820529784;-1,471285;3,523135;10,559464;0,088157;-0,201638;0,10479
1655820529794;-1,175352;3,739724;10,854066;0,088157;-0,201638;0,10479
1655820529804;-1,175352;3,739724;10,854066;0,237801;-0,128212;0,24021
1655820529814;-1,175352;3,739724;10,854066;0,237801;-0,128212;0,24021
1655820529824;-1,861808;4,31756;10,639143;0,237801;-0,128212;0,24021
1655820529835;-1,861808;4,31756;10,639143;0,085294;0,267576;0,288014
1655820529845;-1,861808;4,31756;10,639143;0,085294;0,267576;0,288014
1655820529856;-1,853083;3,600401;13,18958;0,085294;0,267576;0,288014
1655820529866;-1,853083;3,600401;13,18958;0,048189;-0,61179;0,134181
1655820529876;-1,853083;3,600401;13,18958;0,048189;-0,61179;0,134181
1655820529886;-1,174164;2,667639;10,1237;0,048189;-0,61179;0,134181
1655820529897;-1,174164;2,667639;10,1237;-0,179472;0,020089;0,045082
1655820529907;-1,174164;2,667639;10,1237;-0,179472;0,020089;0,045082
1655820529917;-1,174164;2,667639;10,1237;-0,179472;0,020089;0,045082
1655820529928;-1,902768;2,405282;9,828083;-0,179472;0,020089;0,045082
1655820529938;-1,902768;2,405282;9,828083;-0,038153;0,425354;0,029287
1655820529948;-1,902768;2,405282;9,828083;-0,038153;0,425354;0,029287
1655820529958;-2,460349;2,729122;9,588471;-0,038153;0,425354;0,029287
1655820529968;-2,460349;2,729122;9,588471;0,184219;-0,155073;0,026773
1655820529979;-2,460349;2,729122;9,588471;0,184219;-0,155073;0,026773
1655820529989;-2,154025;2,835788;9,739594;0,184219;-0,155073;0,026773
1655820529999;-2,154025;2,835788;9,739594;0,26173;-0,634846;0,089431
1655820530009;-2,154025;2,835788;9,739594;0,26173;-0,634846;0,089431
1655820530019;-1,349382;2,541876;8,815891;0,26173;-0,634846;0,089431
1655820530030;-1,349382;2,541876;8,815891;-0,146259;-0,130411;0,126083
1655820530042;-1,349382;2,541876;8,815891;-0,146259;-0,130411;0,126083
1655820530053;-1,11543;2,332326;7,728943;-0,146259;-0,130411;0,126083
1655820530063;-1,11543;2,332326;7,728943;-0,146259;-0,130411;0,126083
1655820530073;-1,11543;2,332326;7,728943;-0,211988;0,207205;0,096272
1655820530084;-1,11543;2,332326;7,728943;-0,211988;0,207205;0,096272
1655820530094;-1,274807;2,25393;7,228009;-0,211988;0,207205;0,096272
1655820530104;-1,274807;2,25393;7,228009;-0,106168;0,076393;0,027175
1655820530114;-1,274807;2,25393;7,228009;-0,106168;0,076393;0,027175
1655820530125;-1,296336;2,383955;7,822891;-0,106168;0,076393;0,027175
1655820530135;-1,296336;2,383955;7,822891;0,153048;-0,084596;0,00007
1655820530145;-1,296336;2,383955;7,822891;0,153048;-0,084596;0,00007
1655820530155;-1,389949;2,764719;6,839803;0,153048;-0,084596;0,00007
1655820530165;-1,389949;2,764719;6,839803;0,153048;-0,084596;0,00007
1655820530175;-1,389949;2,764719;6,839803;0,286129;-0,111177;0,033737
1655820530185;-1,73435;3,143788;7,76431;0,286129;-0,111177;0,033737
1655820530196;-1,73435;3,143788;7,76431;0,286129;-0,111177;0,033737
1655820530206;-1,73435;3,143788;7,76431;0,279078;-0,057247;-0,019722
1655820530216;-1,73435;3,143788;7,76431;0,279078;-0,057247;-0,019722
1655820530226;-1,827647;3,542097;8,362094;0,279078;-0,057247;-0,019722
1655820530236;-1,827647;3,542097;8,362094;0,18216;-0,164585;-0,083182
1655820530246;-1,827647;3,542097;8,362094;0,18216;-0,164585;-0,083182
1655820530256;-1,625797;3,792099;8,506483;0,18216;-0,164585;-0,083182
1655820530267;-1,625797;3,792099;8,506483;0,075416;-0,066689;-0,074613
1655820530277;-1,625797;3,792099;8,506483;0,075416;-0,066689;-0,074613
1655820530287;-1,68367;3,975189;9,102094;0,075416;-0,066689;-0,074613
1655820530298;-1,68367;3,975189;9,102094;0,075416;-0,066689;-0,074613
1655820530308;-1,68367;3,975189;9,102094;0,003403;0,181741;-0,106151
1655820530318;-1,68367;3,975189;9,102094;0,003403;0,181741;-0,106151
1655820530328;-1,773222;3,864558;9,915462;0,003403;0,181741;-0,106151
1655820530338;-1,773222;3,864558;9,915462;0,011013;-0,114895;-0,224554
1655820530349;-1,773222;3,864558;9,915462;0,011013;-0,114895;-0,224554
1655820530359;-1,550667;3,786468;11,309482;0,011013;-0,114895;-0,224554
1655820530370;-1,550667;3,786468;11,309482;-0,071035;-0,047089;-0,292482
1655820530380;-1,550667;3,786468;11,309482;-0,071035;-0,047089;-0,292482
1655820530390;-1,614563;4,040713;10,602779;-0,071035;-0,047089;-0,292482
1655820530400;-1,614563;4,040713;10,602779;-0,102329;0,397534;-0,207363
1655820530410;-1,614563;4,040713;10,602779;-0,102329;0,397534;-0,207363
1655820530421;-1,875426;3,778807;11,39708;-0,102329;0,397534;-0,207363
1655820530431;-1,875426;3,778807;11,39708;-0,102329;0,397534;-0,207363
1655820530441;-1,875426;3,778807;11,39708;-0,15516;-0,051854;-0,184167
1655820530451;-0,655379;2,715628;11,698185;-0,15516;-0,051854;-0,184167
1655820530462;-0,655379;2,715628;11,698185;-0,15516;-0,051854;-0,184167
1655820530472;-0,655379;2,715628;11,698185;-0,132296;-0,262498;-0,247994
1655820530482;-0,655379;2,715628;11,698185;-0,132296;-0,262498;-0,247994
1655820530492;-0,504075;2,363355;10,589248;-0,132296;-0,262498;-0,247994
1655820530502;-0,504075;2,363355;10,589248;-0,280771;0,255359;-0,20752
1655820530512;-0,504075;2,363355;10,589248;-0,280771;0,255359;-0,20752
1655820530523;-0,908121;2,219607;9,255389;-0,280771;0,255359;-0,20752
1655820530533;-0,908121;2,219607;9,255389;-0,189857;0,612768;-0,136624
1655820530543;-0,908121;2,219607;9,255389;-0,189857;0,612768;-0,136624
1655820530553;-1,150797;2,044715;10,473416;-0,189857;0,612768;-0,136624
1655820530563;-1,150797;2,044715;10,473416;-0,189857;0,612768;-0,136624
1655820530573;-1,150797;2,044715;10,473416;0,137567;-0,181671;-0,133064
1655820530584;-1,150797;2,044715;10,473416;0,137567;-0,181671;-0,133064
1655820530594;-0,778096;2,018734;9,081101;0,137567;-0,181671;-0,133064
1655820530604;-0,778096;2,018734;9,081101;0,218655;-0,534175;-0,145107
1655820530615;-0,778096;2,018734;9,081101;0,218655;-0,534175;-0,145107
1655820530625;-0,483954;2,078483;8,069648;0,218655;-0,534175;-0,145107
1655820530635;-0,483954;2,078483;8,069648;-0,029217;0,206874;-0,086917
1655820530645;-0,483954;2,078483;8,069648;-0,029217;0,206874;-0,086917
1655820530655;-0,725232;2,286922;7,209535;-0,029217;0,206874;-0,086917
1655820530666;-0,725232;2,286922;7,209535;-0,029217;0,206874;-0,086917
1655820530676;-0,725232;2,286922;7,209535;-0,027943;0,169821;-0,103166
1655820530687;-0,725232;2,286922;7,209535;-0,027943;0,169821;-0,103166
1655820530698;-0,839311;2,667945;7,1189;-0,027943;0,169821;-0,103166
1655820530708;-0,839311;2,667945;7,1189;0,083235;0,017907;-0,121527
1655820530718;-0,839311;2,667945;7,1189;0,083235;0,017907;-0,121527
1655820530728;-1,050595;3,146039;7,103865;0,083235;0,017907;-0,121527
1655820530739;-1,050595;3,146039;7,103865;0,064141;0,009966;-0,0562
1655820530749;-1,050595;3,146039;7,103865;0,064141;0,009966;-0,0562
1655820530759;-1,151199;3,392737;7,644954;0,064141;0,009966;-0,0562
1655820530769;-1,151199;3,392737;7,644954;0,042726;-0,003979;-0,047717
1655820530779;-1,151199;3,392737;7,644954;0,042726;-0,003979;-0,047717
1655820530789;-1,244133;3,746227;8,438852;0,042726;-0,003979;-0,047717
1655820530799;-1,244133;3,746227;8,438852;-0,089361;0,007138;-0,034069
1655820530810;-1,244133;3,746227;8,438852;-0,089361;0,007138;-0,034069
1655820530820;-1,037618;3,803697;8,849898;-0,089361;0,007138;-0,034069
1655820530831;-1,037618;3,803697;8,849898;-0,089361;0,007138;-0,034069
1655820530841;-1,037618;3,803697;8,849898;-0,135088;0,065747;-0,051487
1655820530851;-1,037618;3,803697;8,849898;-0,135088;0,065747;-0,051487
1655820530861;-1,328868;4,086098;8,786711;-0,135088;0,065747;-0,051487
1655820530871;-1,328868;4,086098;8,786711;-0,163886;0,326481;-0,073566
1655820530881;-1,328868;4,086098;8,786711;-0,163886;0,326481;-0,073566
1655820530892;-2,074193;4,402765;10,062149;-0,163886;0,326481;-0,073566
1655820530903;-2,074193;4,402765;10,062149;-0,073059;0,124267;-0,029688
1655820530913;-2,074193;4,402765;10,062149;-0,073059;0,124267;-0,029688
1655820530923;-1,978875;4,243703;10,973651;-0,073059;0,124267;-0,029688
1655820530933;-1,978875;4,243703;10,973651;0,012462;-0,268676;0,120463
1655820530943;-1,978875;4,243703;10,973651;0,012462;-0,268676;0,120463
1655820530953;-1,471304;3,904924;10,850121;0,012462;-0,268676;0,120463
1655820530963;-1,471304;3,904924;10,850121;-0,073059;0,124267;-0,029688
1655820530973;-1,471304;3,904924;10,850121;-0,013718;0,01302;0,338943
1655820530983;-1,471304;3,904924;10,850121;-0,013718;0,01302;0,338943
1655820530994;-2,197523;4,060327;10,408189;-0,013718;0,01302;0,338943
1655820531004;-2,197523;4,060327;10,408189;0,060476;0,300563;0,23541
1655820531014;-2,197523;4,060327;10,408189;0,060476;0,300563;0,23541
1655820531024;-2,643409;3,79028;12,093286;0,060476;0,300563;0,23541
1655820531034;-2,643409;3,79028;12,093286;0,182928;-0,315259;0,093393
1655820531044;-2,643409;3,79028;12,093286;0,182928;-0,315259;0,093393
1655820531055;-2,211007;3,251326;10,889988;0,182928;-0,315259;0,093393
1655820531065;-2,211007;3,251326;10,889988;0,078243;-0,103201;0,274994
1655820531075;-2,211007;3,251326;10,889988;0,078243;-0,103201;0,274994
1655820531085;-2,288886;2,847759;10,260438;0,078243;-0,103201;0,274994
1655820531096;-2,288886;2,847759;10,260438;0,078243;-0,103201;0,274994
1655820531107;-2,288886;2,847759;10,260438;0,013718;0,237295;0,462303
1655820531117;-2,288886;2,847759;10,260438;0,013718;0,237295;0,462303
1655820531127;-2,338924;2,764728;9,762951;0,013718;0,237295;0,462303
1655820531138;-2,338924;2,764728;9,762951;0,095801;-0,142733;0,401269
1655820531148;-2,338924;2,764728;9,762951;0,095801;-0,142733;0,401269
1655820531158;-1,913657;2,414658;10,075165;0,095801;-0,142733;0,401269
1655820531169;-1,913657;2,414658;10,075165;0,133116;-0,35767;0,372157
1655820531179;-1,913657;2,414658;10,075165;0,133116;-0,35767;0,372157
1655820531189;-1,370958;2,1358;8,583098;0,133116;-0,35767;0,372157
1655820531199;-1,370958;2,1358;8,583098;-0,002583;-0,019757;0,460034
1655820531209;-1,370958;2,1358;8,583098;-0,002583;-0,019757;0,460034
1655820531219;-1,084593;1,90702;7,094316;-0,002583;-0,019757;0,460034
1655820531229;-1,084593;1,90702;7,094316;-0,002583;-0,019757;0,460034
1655820531240;-1,084593;1,90702;7,094316;0,028484;0,176051;0,509374
1655820531250;-1,084593;1,90702;7,094316;0,028484;0,176051;0,509374
1655820531260;-1,040702;2,008936;6,970488;0,028484;0,176051;0,509374
1655820531270;-1,040702;2,008936;6,970488;0,212633;-0,232844;0,437676
1655820531280;-1,040702;2,008936;6,970488;0,212633;-0,232844;0,437676
1655820531291;-0,921049;2,551357;7,342059;0,212633;-0,232844;0,437676
1655820531301;-0,921049;2,551357;7,342059;0,31779;-0,523302;0,380621
1655820531311;-0,921049;2,551357;7,342059;0,31779;-0,523302;0,380621
1655820531321;-0,708119;2,796897;6,845482;0,31779;-0,523302;0,380621
1655820531331;-0,708119;2,796897;6,845482;0,31779;-0,523302;0,380621
1655820531341;-0,708119;2,796897;6,845482;0,136118;-0,157219;0,494033
1655820531352;-0,685;2,785635;8,321623;0,136118;-0,157219;0,494033
1655820531362;-0,685;2,785635;8,321623;0,136118;-0,157219;0,494033
1655820531372;-0,685;2,785635;8,321623;0,010123;-0,117356;0,37652
1655820531382;-0,685;2,785635;8,321623;0,010123;-0,117356;0,37652
1655820531392;-0,574302;2,938404;8,362276;0,010123;-0,117356;0,37652
1655820531402;-0,574302;2,938404;8,362276;0,034051;-0,328227;0,078226
1655820531413;-0,574302;2,938404;8,362276;0,034051;-0,328227;0,078226
1655820531423;-0,556183;3,342545;9,0567;0,034051;-0,328227;0,078226
1655820531433;-0,556183;3,342545;9,0567;0,025796;-0,14289;-0,084788
1655820531443;-0,556183;3,342545;9,0567;0,025796;-0,14289;-0,084788
1655820531454;-0,573067;3,90591;9,58578;0,025796;-0,14289;-0,084788
1655820531464;-0,573067;3,90591;9,58578;0,002164;0,125053;-0,109153
1655820531474;-0,573067;3,90591;9,58578;0,002164;0,125053;-0,109153
1655820531484;-0,573067;3,90591;9,58578;0,002164;0,125053;-0,109153
1655820531494;-0,778154;4,208279;10,562481;0,048677;-0,063408;-0,264033
1655820531505;-0,778154;4,208279;10,562481;0,048677;-0,063408;-0,264033
1655820531515;-0,778154;4,208279;10,562481;0,048677;-0,063408;-0,264033
1655820531525;-0,7228;4,463826;10,920797;0,048677;-0,063408;-0,264033
1655820531535;-0,7228;4,463826;10,920797;0,016249;-0,127898;-0,436315
1655820531546;-0,7228;4,463826;10,920797;0,016249;-0,127898;-0,436315
1655820531557;-0,531513;4,815429;11,222007;0,016249;-0,127898;-0,436315
1655820531568;-0,531513;4,815429;11,222007;-0,028728;0,18888;-0,537492
1655820531578;-0,531513;4,815429;11,222007;-0,028728;0,18888;-0,537492
1655820531588;-0,90746;5,109725;11,162468;-0,028728;0,18888;-0,537492
1655820531598;-0,90746;5,109725;11,162468;-0,05229;0,182666;-0,586082
1655820531609;-0,90746;5,109725;11,162468;-0,05229;0,182666;-0,586082
1655820531619;-0,840623;4,601627;11,624404;-0,05229;0,182666;-0,586082
1655820531630;-0,840623;4,601627;11,624404;0,181043;-0,191881;-0,66251
1655820531640;-0,840623;4,601627;11,624404;0,181043;-0,191881;-0,66251
1655820531651;-0,840623;4,601627;11,624404;0,181043;-0,191881;-0,66251
1655820531661;-0,468469;3,665915;11,383941;0,181043;-0,191881;-0,66251
1655820531671;-0,468469;3,665915;11,383941;0,169873;0,106256;-0,566796
1655820531681;-0,468469;3,665915;11,383941;0,169873;0,106256;-0,566796
1655820531692;-0,532202;3,402419;9,439676;0,169873;0,106256;-0,566796
1655820531702;-0,532202;3,402419;9,439676;0,432458;0,331455;-0,365228
1655820531713;-0,532202;3,402419;9,439676;0,432458;0,331455;-0,365228
1655820531723;-0,839129;3,244469;8,568973;0,432458;0,331455;-0,365228
1655820531733;-0,839129;3,244469;8,568973;0,642491;0,135926;-0,289096
1655820531743;-0,839129;3,244469;8,568973;0,642491;0,135926;-0,289096
1655820531753;-0,846762;3,378238;8,611426;0,642491;0,135926;-0,289096
1655820531764;-0,846762;3,378238;8,611426;0,765519;-0,342591;-0,223943
1655820531774;-0,846762;3,378238;8,611426;0,765519;-0,342591;-0,223943
1655820531785;-0,528946;3,547451;7,756294;0,765519;-0,342591;-0,223943
1655820531795;-0,528946;3,547451;7,756294;0,526409;-0,252811;-0,122958
1655820531805;-0,528946;3,547451;7,756294;0,526409;-0,252811;-0,122958
1655820531815;-0,528946;3,547451;7,756294;0,526409;-0,252811;-0,122958
1655820531825;-0,101687;3,381341;6,978073;0,526409;-0,252811;-0,122958
1655820531836;-0,101687;3,381341;6,978073;0,130149;0,047229;-0,086499
1655820531846;-0,101687;3,381341;6,978073;0,130149;0,047229;-0,086499
1655820531857;-0,152942;3,218324;7,487904;0,130149;0,047229;-0,086499
1655820531868;-0,152942;3,218324;7,487904;0,01857;0,057788;-0,267315
1655820531878;-0,152942;3,218324;7,487904;0,01857;0,057788;-0,267315
1655820531888;-0,371312;3,299813;6,53459;0,01857;0,057788;-0,267315
1655820531898;-0,371312;3,299813;6,53459;0,007069;0,223489;-0,43717
1655820531908;-0,371312;3,299813;6,53459;0,007069;0,223489;-0,43717
1655820531919;-0,793362;3,394566;7,538709;0,007069;0,223489;-0,43717
1655820531929;-0,793362;3,394566;7,538709;0,054192;0,285169;-0,397516
1655820531939;-0,793362;3,394566;7,538709;0,054192;0,285169;-0,397516
1655820531949;-0,793362;3,394566;7,538709;0,054192;0,285169;-0,397516
1655820531959;-1,034573;3,840031;7,558993;0,054192;0,285169;-0,397516
1655820531969;-1,034573;3,840031;7,558993;0,089186;0,030613;-0,23452
1655820531979;-1,034573;3,840031;7,558993;0,089186;0,030613;-0,23452
1655820531989;-0,837319;4,074184;8,358043;0,089186;0,030613;-0,23452
1655820532000;-0,837319;4,074184;8,358043;-0,020263;0,010193;-0,127531
1655820532010;-0,837319;4,074184;8,358043;-0,020263;0,010193;-0,127531
1655820532020;-0,827695;4,271773;8,07343;-0,020263;0,010193;-0,127531
1655820532030;-0,827695;4,271773;8,07343;-0,182352;0,133204;-0,141267
1655820532041;-0,827695;4,271773;8,07343;-0,182352;0,133204;-0,141267
1655820532051;-0,827695;4,271773;8,07343;-0,182352;0,133204;-0,141267
1655820532061;-1,292639;4,573213;8,594141;-0,182352;0,133204;-0,141267
1655820532072;-1,292639;4,573213;8,594141;-0,247261;0,363186;-0,083863
1655820532082;-1,292639;4,573213;8,594141;-0,247261;0,363186;-0,083863
