#Zeitstempel[ms];BeschleunigungX[m/s2];BeschleunigungY[m/s2];BeschleunigungZ[m/s2];GyroskopX[rad/s];GyroskopY[rad/s];GyroskopZ[rad/s]
1655820517848;-0,479683;4,577694;8,92524;-0,111579;-0,00274;-0,063931
1655820517858;-0,547544;4,600076;9,012676;-0,04002;-0,072082;-0,014905
1655820517868;-0,547544;4,600076;9,012676;-0,04002;-0,072082;-0,014905
1655820517879;-0,547544;4,600076;9,012676;-0,04002;-0,072082;-0,014905
1655820517889;-0,399726;4,518127;8,725821;-0,04002;-0,072082;-0,014905
1655820517899;-0,399726;4,518127;8,725821;-0,006789;-0,072606;-0,007243
1655820517910;-0,399726;4,518127;8,725821;-0,006789;-0,072606;-0,007243
1655820517920;-0,274261;4,510111;8,700998;-0,006789;-0,072606;-0,007243
1655820517930;-0,274261;4,510111;8,700998;-0,028431;0,114738;-0,016912
1655820517940;-0,274261;4,510111;8,700998;-0,028431;0,114738;-0,016912
1655820517951;-0,58137;4,559096;9,278595;-0,028431;0,114738;-0,016912
1655820517961;-0,58137;4,559096;9,278595;-0,017453;0,048049;-0,010699
1655820517971;-0,58137;4,559096;9,278595;-0,017453;0,048049;-0,010699
1655820517981;-0,58137;4,559096;9,278595;-0,017453;0,048049;-0,010699
1655820517991;-0,437325;4,45446;8,477878;-0,017453;0,048049;-0,010699
1655820518002;-0,437325;4,45446;8,477878;-0,02604;-0,047613;-0,004398
1655820518012;-0,437325;4,45446;8,477878;-0,02604;-0,047613;-0,004398
1655820518022;-0,411851;4,406682;8,686183;-0,02604;-0,047613;-0,004398
1655820518032;-0,411851;4,406682;8,686183;-0,031451;0,019792;-0,015464
1655820518043;-0,411851;4,406682;8,686183;-0,031451;0,019792;-0,015464
1655820518053;-0,4673;4,42843;8,789401;-0,031451;0,019792;-0,015464
1655820518063;-0,4673;4,42843;8,789401;-0,051889;-0,017698;-0,009582
1655820518073;-0,4673;4,42843;8,789401;-0,051889;-0,017698;-0,009582
1655820518083;-0,4673;4,42843;8,789401;-0,051889;-0,017698;-0,009582
1655820518093;-0,281079;4,399776;8,662739;-0,06709;0,026686;-0,000593
1655820518104;-0,281079;4,399776;8,662739;-0,06709;0,026686;-0,000593
1655820518114;-0,281079;4,399776;8,662739;-0,06709;0,026686;-0,000593
1655820518124;-0,369435;4,387825;8,660661;-0,06709;0,026686;-0,000593
1655820518135;-0,369435;4,387825;8,660661;-0,102329;0,128561;-0,001868
1655820518145;-0,369435;4,387825;8,660661;-0,102329;0,128561;-0,001868
1655820518155;-0,669878;4,392671;8,770803;-0,102329;0,128561;-0,001868
1655820518165;-0,669878;4,392671;8,770803;0,087581;0,325748;-0,023928
1655820518175;-0,669878;4,392671;8,770803;0,087581;0,325748;-0,023928
1655820518185;-0,704384;4,497383;9,054593;0,087581;0,325748;-0,023928
1655820518195;-0,704384;4,497383;9,054593;0,033982;0,059673;-0,026808
1655820518206;-0,704384;4,497383;9,054593;0,033982;0,059673;-0,026808
1655820518216;-0,704384;4,497383;9,054593;0,033982;0,059673;-0,026808
1655820518226;-0,672646;4,476697;8,978486;0,023544;-0,108193;0,002775
1655820518237;-0,672646;4,476697;8,978486;0,023544;-0,108193;0,002775
1655820518247;-0,672646;4,476697;8,978486;0,023544;-0,108193;0,002775
1655820518257;-0,513566;4,469917;8,817711;0,023544;-0,108193;0,002775
1655820518267;-0,513566;4,469917;8,817711;0,003403;-0,105645;0,015359
1655820518277;-0,513566;4,469917;8,817711;0,003403;-0,105645;0,015359
1655820518287;-0,537326;4,508924;8,724586;0,003403;-0,105645;0,015359
1655820518298;-0,537326;4,508924;8,724586;-0,009931;-0,127496;-0,016022
1655820518308;-0,537326;4,508924;8,724586;-0,009931;-0,127496;-0,016022
1655820518318;-0,453443;4,411125;8,554281;-0,009931;-0,127496;-0,016022
1655820518328;-0,453443;4,411125;8,554281;0,01206;-0,077615;-0,018361
1655820518338;-0,453443;4,411125;8,554281;0,01206;-0,077615;-0,018361
1655820518349;-0,453443;4,411125;8,554281;0,01206;-0,077615;-0,018361
1655820518359;-0,400042;4,387231;8,589831;-0,005411;0,047072;-0,021345
1655820518370;-0,400042;4,387231;8,589831;-0,005411;0,047072;-0,021345
1655820518380;-0,400042;4,387231;8,589831;-0,005411;0,047072;-0,021345
1655820518390;-0,551835;4,433813;8,958499;-0,005411;0,047072;-0,021345
1655820518400;-0,551835;4,433813;8,958499;0,074299;0,013334;0,010838
1655820518410;-0,551835;4,433813;8,958499;0,074299;0,013334;0,010838
1655820518420;-0,503424;4,455427;8,935257;0,074299;0,013334;0,010838
1655820518431;-0,503424;4,455427;8,935257;0,048712;-0,067998;0,015586
1655820518441;-0,503424;4,455427;8,935257;0,048712;-0,067998;0,015586
1655820518451;-0,528123;4,516977;8,90349;0,048712;-0,067998;0,015586
1655820518461;-0,528123;4,516977;8,90349;0,099711;-0,082973;-0,000559
1655820518471;-0,528123;4,516977;8,90349;0,099711;-0,082973;-0,000559
1655820518481;-0,528123;4,516977;8,90349;0,099711;-0,082973;-0,000559
1655820518491;-0,442515;4,509728;8,610248;0,092031;0,053896;-0,011222
1655820518501;-0,442515;4,509728;8,610248;0,092031;0,053896;-0,011222
1655820518511;-0,442515;4,509728;8,610248;0,092031;0,053896;-0,011222
1655820518522;-0,471476;4,581746;8,858345;0,092031;0,053896;-0,011222
1655820518532;-0,471476;4,581746;8,858345;0,099711;0,016301;-0,03358
1655820518542;-0,471476;4,581746;8,858345;0,099711;0,016301;-0,03358
1655820518553;-0,498741;4,599281;8,425876;0,099711;0,016301;-0,03358
1655820518563;-0,498741;4,599281;8,425876;0,081734;-0,048817;-0,013369
1655820518573;-0,498741;4,599281;8,425876;0,081734;-0,048817;-0,013369
1655820518584;-0,498741;4,599281;8,425876;0,081734;-0,048817;-0,013369
1655820518594;-0,431387;4,472905;8,741892;0,046391;-0,071297;-0,021206
1655820518604;-0,431387;4,472905;8,741892;0,046391;-0,071297;-0,021206
1655820518614;-0,431387;4,472905;8,741892;0,046391;-0,071297;-0,021206
1655820518624;-0,311984;4,446262;8,421796;0,009983;-0,057648;-0,03468
1655820518634;-0,311984;4,446262;8,421796;0,009983;-0,057648;-0,03468
1655820518644;-0,311984;4,446262;8,421796;0,009983;-0,057648;-0,03468
1655820518655;-0,360921;4,471574;8,718055;0,009983;-0,057648;-0,03468
1655820518665;-0,360921;4,471574;8,718055;-0,072623;0,053163;-0,055048
1655820518675;-0,360921;4,471574;8,718055;-0,072623;0,053163;-0,055048
1655820518685;-0,399602;4,401376;8,073536;-0,072623;0,053163;-0,055048
1655820518695;-0,399602;4,401376;8,073536;-0,028815;-0,181165;0,026285
1655820518705;-0,399602;4,401376;8,073536;-0,028815;-0,181165;0,026285
1655820518715;-0,399602;4,401376;8,073536;-0,028815;-0,181165;0,026285
1655820518726;-0,381597;4,487797;8,776655;-0,01323;-0,003979;0,010769
1655820518736;-0,381597;4,487797;8,776655;-0,01323;-0,003979;0,010769
1655820518746;-0,381597;4,487797;8,776655;-0,01323;-0,003979;0,010769
1655820518756;-0,355434;4,528278;8,756017;0,017349;0,026808;-0,101089
1655820518766;-0,355434;4,528278;8,756017;0,017349;0,026808;-0,101089
1655820518777;-0,355434;4,528278;8,756017;0,017349;0,026808;-0,101089
1655820518787;-0,687921;4,595498;8,787563;0,017349;0,026808;-0,101089
1655820518797;-0,687921;4,595498;8,787563;-0,029688;0,078662;-0,080582
1655820518807;-0,687921;4,595498;8,787563;-0,029688;0,078662;-0,080582
1655820518817;-0,637365;4,580635;8,475388;-0,029688;0,078662;-0,080582
1655820518827;-0,637365;4,580635;8,475388;-0,02618;-0,059516;-0,035081
1655820518838;-0,637365;4,580635;8,475388;-0,02618;-0,059516;-0,035081
1655820518849;-0,637365;4,580635;8,475388;-0,02618;-0,059516;-0,035081
1655820518859;-0,693121;4,35625;8,681261;-0,055117;-0,261677;0,007924
1655820518870;-0,693121;4,35625;8,681261;-0,055117;-0,261677;0,007924
1655820518880;-0,693121;4,35625;8,681261;-0,055117;-0,261677;0,007924
1655820518890;-0,461554;4,520329;8,372973;-0,055117;-0,261677;0,007924
1655820518901;-0,461554;4,520329;8,372973;-0,111177;0,160064;-0,029897
1655820518911;-0,461554;4,520329;8,372973;-0,111177;0,160064;-0,029897
1655820518921;-0,099197;4,259189;9,258464;-0,111177;0,160064;-0,029897
1655820518931;-0,099197;4,259189;9,258464;-0,176139;0,371563;-0,021537
1655820518942;-0,099197;4,259189;9,258464;-0,176139;0,371563;-0,021537
1655820518952;-0,217729;4,122442;8,560794;-0,176139;0,371563;-0,021537
1655820518962;-0,217729;4,122442;8,560794;-0,248675;0,19895;-0,065712
1655820518973;-0,217729;4,122442;8,560794;-0,248675;0,19895;-0,065712
1655820519095;-0,278053;4,226283;8,417323;-0,248675;0,19895;-0,065712
1655820519105;-0,278053;4,226283;8,417323;-0,248675;0,19895;-0,065712
1655820519116;-0,278053;4,226283;8,417323;-0,169698;0,134216;-0,052796
1655820519126;-0,482518;4,091882;10,327312;-0,169698;0,134216;-0,052796
1655820519136;-0,482518;4,091882;10,327312;-0,169698;0,134216;-0,052796
1655820519146;-0,482518;4,091882;10,327312;-0,249285;0,125454;0,024033
1655820518983;-0,217729;4,122442;8,560794;-0,249285;0,125454;0,024033
1655820519156;0,31047;3,840386;8,279408;-0,249285;0,125454;0,024033
1655820518993;-0,611881;4,526401;9,031187;-0,198287;-0,071314;0,173957
1655820519167;0,31047;3,840386;8,279408;-0,198287;-0,071314;0,173957
1655820519003;-0,611881;4,526401;9,031187;-0,198287;-0,071314;0,173957
1655820519013;-0,611881;4,526401;9,031187;-0,322083;-0,537928;0,292081
1655820519177;0,31047;3,840386;8,279408;-0,322083;-0,537928;0,292081
1655820519023;-0,991755;4,626316;8,984319;-0,322083;-0,537928;0,292081
1655820519188;0,041257;3,740739;8,748345;-0,322083;-0,537928;0,292081
1655820519034;-0,991755;4,626316;8,984319;-0,448899;-0,671533;0,243212
1655820519044;-0,991755;4,626316;8,984319;-0,448899;-0,671533;0,243212
1655820519198;0,041257;3,740739;8,748345;-0,448899;-0,671533;0,243212
1655820519054;-0,766537;4,369437;9,180126;-0,721606;-0,600428;0,261398
1655820519208;0,041257;3,740739;8,748345;-0,721606;-0,600428;0,261398
1655820519064;-0,766537;4,369437;9,180126;-0,721606;-0,600428;0,261398
1655820519074;-0,766537;4,369437;9,180126;-0,063687;0,329989;-0,143606
1655820519218;-0,379404;4,069291;9,831253;-0,063687;0,329989;-0,143606
1655820519085;-0,278053;4,226283;8,417323;-0,063687;0,329989;-0,143606
1655820519228;-0,379404;4,069291;9,831253;-0,070441;0,154339;-0,21855
1655820519239;-0,379404;4,069291;9,831253;-0,070441;0,154339;-0,21855
1655820519249;-0,379404;4,069291;9,831253;-0,070441;0,154339;-0,21855
1655820519259;0,028242;3,880187;11,377266;-0,070441;0,154339;-0,21855
1655820519269;0,028242;3,880187;11,377266;0,263911;-0,128317;-0,233822
1655820519280;0,028242;3,880187;11,377266;0,263911;-0,128317;-0,233822
1655820519290;-0,369052;4,14104;8,512172;0,263911;-0,128317;-0,233822
1655820519300;-0,369052;4,14104;8,512172;0,164323;0,006894;-0,138125
1655820519311;-0,369052;4,14104;8,512172;0,164323;0,006894;-0,138125
1655820519322;-0,249562;4,005652;9,26671;0,164323;0,006894;-0,138125
1655820519332;-0,249562;4,005652;9,26671;-0,046356;0,125629;-0,05777
1655820519342;-0,249562;4,005652;9,26671;-0,046356;0,125629;-0,05777
1655820519352;-0,190186;4,026425;9,260159;-0,046356;0,125629;-0,05777
1655820519362;-0,190186;4,026425;9,260159;0,067893;-0,081175;-0,051924
1655820519374;-0,190186;4,026425;9,260159;0,067893;-0,081175;-0,051924
1655820519384;-0,227669;3,835569;8,575283;0,067893;-0,081175;-0,051924
1655820519394;-0,227669;3,835569;8,575283;0,067893;-0,081175;-0,051924
1655820519404;-0,227669;3,835569;8,575283;0,0111;-0,032725;-0,018256
1655820519415;-0,227669;3,835569;8,575283;0,0111;-0,032725;-0,018256
1655820519425;0,086823;3,904273;8,646276;0,0111;-0,032725;-0,018256
1655820519435;0,086823;3,904273;8,646276;-0,03639;0,140377;0,023789
1655820519445;0,086823;3,904273;8,646276;-0,03639;0,140377;0,023789
1655820519455;-0,046467;3,765524;9,160052;-0,03639;0,140377;0,023789
1655820519465;-0,046467;3,765524;9,160052;0,133308;-0,102241;0,003997
1655820519475;-0,046467;3,765524;9,160052;0,133308;-0,102241;0,003997
1655820519485;-0,204905;3,749531;8,713103;0,133308;-0,102241;0,003997
1655820519496;-0,204905;3,749531;8,713103;0,025726;-0,056008;-0,071908
1655820519506;-0,204905;3,749531;8,713103;0,025726;-0,056008;-0,071908
1655820519516;-0,637691;3,789964;9,12731;0,025726;-0,056008;-0,071908
1655820519527;-0,637691;3,789964;9,12731;0,025726;-0,056008;-0,071908
1655820519538;-0,637691;3,789964;9,12731;-0,044733;0,115454;0,032201
1655820519548;-0,637691;3,789964;9,12731;-0,044733;0,115454;0,032201
1655820519558;-0,15637;3,725119;9,021793;-0,044733;0,115454;0,032201
1655820519568;-0,15637;3,725119;9,021793;-0,105156;0,118438;0,098157
1655820519578;-0,15637;3,725119;9,021793;-0,105156;0,118438;0,098157
1655820519589;0,095672;3,990349;9,042574;-0,105156;0,118438;0,098157
1655820519599;0,095672;3,990349;9,042574;-0,177395;0,293721;0,002129
1655820519609;0,095672;3,990349;9,042574;-0,177395;0,293721;0,002129
1655820519619;0,139793;4,060777;8,953233;-0,177395;0,293721;0,002129
1655820519629;0,139793;4,060777;8,953233;-0,187797;0,366781;0,000279
1655820519640;0,139793;4,060777;8,953233;-0,187797;0,366781;0,000279
1655820519651;0,139793;4,060777;8,953233;-0,187797;0,366781;0,000279
1655820519661;-0,256515;3,827898;9,659292;-0,187797;0,366781;0,000279
1655820519671;-0,256515;3,827898;9,659292;-0,087598;0,110706;-0,046897
1655820519682;-0,256515;3,827898;9,659292;-0,087598;0,110706;-0,046897
1655820519692;-0,193624;3,841755;9,019791;-0,087598;0,110706;-0,046897
1655820519703;-0,193624;3,841755;9,019791;0,029618;-0,140045;-0,008762
1655820519713;-0,193624;3,841755;9,019791;0,029618;-0,140045;-0,008762
1655820519723;-0,17969;3,703753;9,029023;0,029618;-0,140045;-0,008762
1655820519733;-0,17969;3,703753;9,029023;-0,055309;0,055083;0,012863
1655820519743;-0,17969;3,703753;9,029023;-0,055309;0,055083;0,012863
1655820519753;-0,281577;3,791046;8,988006;-0,055309;0,055083;0,012863
1655820519764;-0,281577;3,791046;8,988006;0,045291;0,039218;-0,022794
1655820519774;-0,281577;3,791046;8,988006;0,045291;0,039218;-0,022794
1655820519784;-0,597238;4,114196;8,838914;0,045291;0,039218;-0,022794
1655820519794;-0,597238;4,114196;8,838914;0,045291;0,039218;-0,022794
1655820519804;-0,597238;4,114196;8,838914;-0,040457;0,093026;-0,007051
1655820519815;-0,597238;4,114196;8,838914;-0,040457;0,093026;-0,007051
1655820519825;-0,605963;4,198596;8,843348;-0,040457;0,093026;-0,007051
1655820519835;-0,605963;4,198596;8,843348;-0,096988;0,114616;0,012671
1655820519845;-0,605963;4,198596;8,843348;-0,096988;0,114616;0,012671
1655820519855;-0,521476;4,087793;9,386928;-0,096988;0,114616;0,012671
1655820519865;-0,521476;4,087793;9,386928;-0,103254;0,030823;0,06915
1655820519875;-0,521476;4,087793;9,386928;-0,103254;0,030823;0,06915
1655820519886;-0,402772;4,099295;8,599226;-0,103254;0,030823;0,06915
1655820519896;-0,402772;4,099295;8,599226;-0,157848;0,173905;0,033964
1655820519906;-0,402772;4,099295;8,599226;-0,157848;0,173905;0,033964
1655820519917;-0,481033;3,795988;10,142031;-0,157848;0,173905;0,033964
1655820519927;-0,481033;3,795988;10,142031;-0,157848;0,173905;0,033964
1655820519937;-0,481033;3,795988;10,142031;-0,103027;0,157132;-0,090879
1655820519947;-0,481033;3,795988;10,142031;-0,103027;0,157132;-0,090879
1655820519957;-0,692192;3,943097;8,81841;-0,103027;0,157132;-0,090879
1655820519967;-0,692192;3,943097;8,81841;-0,063321;0,144513;-0,071716
1655820519978;-0,692192;3,943097;8,81841;-0,063321;0,144513;-0,071716
1655820519988;-0,555177;3,619315;9,802877;-0,063321;0,144513;-0,071716
1655820519998;-0,555177;3,619315;9,802877;-0,05496;0,100723;0,010612
1655820520008;-0,555177;3,619315;9,802877;-0,05496;0,100723;0,010612
1655820520019;-0,597621;3,648945;9,124054;-0,05496;0,100723;0,010612
1655820520029;-0,597621;3,648945;9,124054;-0,01384;0,010437;-0,023475
1655820520039;-0,597621;3,648945;9,124054;-0,01384;0,010437;-0,023475
1655820520050;-0,741992;3,548265;8,924205;-0,01384;0,010437;-0,023475
1655820520060;-0,741992;3,548265;8,924205;-0,01384;0,010437;-0,023475
1655820520070;-0,741992;3,548265;8,924205;-0,087703;0,2045;-0,059743
1655820520080;-0,741992;3,548265;8,924205;-0,087703;0,2045;-0,059743
1655820520090;-1,211485;3,724401;8,564749;-0,087703;0,2045;-0,059743
1655820520101;-1,211485;3,724401;8,564749;-0,110968;0,268693;-0,067509
1655820520111;-1,211485;3,724401;8,564749;-0,110968;0,268693;-0,067509
1655820520122;-1,655878;3,6846;9,394608;-0,110968;0,268693;-0,067509
1655820520132;-1,655878;3,6846;9,394608;-0,058538;0,239459;0,042394
1655820520143;-1,655878;3,6846;9,394608;-0,058538;0,239459;0,042394
1655820520156;-1,627061;3,760889;8,752149;-0,058538;0,239459;0,042394
1655820520166;-1,627061;3,760889;8,752149;-0,098279;0,192178;0,149522
1655820520177;-1,627061;3,760889;8,752149;-0,098279;0,192178;0,149522
1655820520187;-1,431177;3,545276;9,285202;-0,098279;0,192178;0,149522
1655820520197;-1,431177;3,545276;9,285202;-0,098279;0,192178;0,149522
1655820520207;-1,431177;3,545276;9,285202;-0,078051;0,157429;0,142628
1655820520217;-1,290005;3,561653;9,004276;-0,078051;0,157429;0,142628
1655820520227;-1,290005;3,561653;9,004276;-0,078051;0,157429;0,142628
1655820520238;-1,290005;3,561653;9,004276;0,030421;0,055781;0,057509
1655820520248;-1,290005;3,561653;9,004276;0,030421;0,055781;0,057509
1655820520258;-1,203537;3,806876;8,247;0,030421;0,055781;0,057509
1655820520268;-1,203537;3,806876;8,247;-0,000925;0,088593;-0,054419
1655820520279;-1,203537;3,806876;8,247;-0,000925;0,088593;-0,054419
1655820520290;-1,351709;3,933003;8,883474;-0,000925;0,088593;-0,054419
1655820520300;-1,351709;3,933003;8,883474;-0,020141;0,065397;-0,085242
1655820520310;-1,351709;3,933003;8,883474;-0,020141;0,065397;-0,085242
1655820520320;-1,361209;4,033512;8,451561;-0,020141;0,065397;-0,085242
1655820520331;-1,361209;4,033512;8,451561;-0,020141;0,065397;-0,085242
1655820520341;-1,361209;4,033512;8,451561;-0,039165;-0,035465;-0,101788
1655820520351;-1,279797;3,995779;8,506282;-0,039165;-0,035465;-0,101788
1655820520361;-1,279797;3,995779;8,506282;-0,039165;-0,035465;-0,101788
1655820520373;-1,279797;3,995779;8,506282;-0,167133;-0,000314;-0,146049
1655820520383;-1,323984;3,941957;8,840044;-0,167133;-0,000314;-0,146049
1655820520393;-1,323984;3,941957;8,840044;-0,167133;-0,000314;-0,146049
1655820520404;-1,323984;3,941957;8,840044;-0,150168;0,020263;-0,169279
1655820520414;-1,323984;3,941957;8,840044;-0,150168;0,020263;-0,169279
1655820520424;-1,582184;4,155214;8,999287;-0,150168;0,020263;-0,169279
1655820520436;-1,582184;4,155214;8,999287;-0,150168;0,020263;-0,169279
1655820520446;-1,582184;4,155214;8,999287;-0,143623;-0,055763;-0,152158
1655820520456;-1,476131;3,729745;8,894871;-0,143623;-0,055763;-0,152158
1655820520466;-1,476131;3,729745;8,894871;-0,143623;-0,055763;-0,152158
1655820520476;-1,476131;3,729745;8,894871;-0,16914;-0,02803;-0,029967
1655820520486;-1,476131;3,729745;8,894871;-0,16914;-0,02803;-0,029967
1655820520496;-1,468297;3,945204;9,404347;-0,16914;-0,02803;-0,029967
1655820520507;-1,468297;3,945204;9,404347;-0,16914;-0,02803;-0,029967
1655820520517;-1,468297;3,945204;9,404347;-0,117007;-0,005428;0,089902
1655820520527;-1,230447;3,941871;9,32601;-0,117007;-0,005428;0,089902
1655820520537;-1,230447;3,941871;9,32601;-0,117007;-0,005428;0,089902
1655820520547;-1,230447;3,941871;9,32601;-0,118508;-0,099588;0,05496
1655820520558;-1,269866;4,151996;9,540884;-0,118508;-0,099588;0,05496
1655820520568;-1,269866;4,151996;9,540884;-0,118508;-0,099588;0,05496
1655820520578;-1,269866;4,151996;9,540884;-0,107582;0,046077;0,01316
1655820520588;-1,362818;4,215711;9,630589;-0,107582;0,046077;0,01316
1655820520599;-1,362818;4,215711;9,630589;-0,107582;0,046077;0,01316
1655820520609;-1,362818;4,215711;9,630589;-0,107582;0,046077;0,01316
1655820520619;-1,362818;4,215711;9,630589;-0,042045;0,027053;0,022969
1655820520629;-1,231539;4,375854;9,172513;-0,042045;0,027053;0,022969
1655820520639;-1,231539;4,375854;9,172513;-0,042045;0,027053;0,022969
1655820520650;-1,231539;4,375854;9,172513;-0,031625;-0,018884;-0,013928
1655820520660;-1,238291;4,409708;9,711523;-0,031625;-0,018884;-0,013928
1655820520671;-1,238291;4,409708;9,711523;-0,031625;-0,018884;-0,013928
1655820520681;-1,238291;4,409708;9,711523;-0,019984;-0,077981;-0,101055
1655820520691;-1,208756;4,332423;9,469374;-0,019984;-0,077981;-0,101055
1655820520701;-1,208756;4,332423;9,469374;-0,019984;-0,077981;-0,101055
1655820520712;-1,208756;4,332423;9,469374;-0,04208;-0,017471;-0,099693
1655820520722;-1,183914;4,055452;9,41423;-0,04208;-0,017471;-0,099693
1655820520732;-1,183914;4,055452;9,41423;-0,04208;-0,017471;-0,099693
1655820520742;-1,183914;4,055452;9,41423;-0,104755;0,073478;-0,072204
1655820520753;-1,183914;4,055452;9,41423;-0,104755;0,073478;-0,072204
1655820520763;-1,211533;3,789064;9,830046;-0,104755;0,073478;-0,072204
1655820520773;-1,211533;3,789064;9,830046;-0,104755;0,073478;-0,072204
1655820520783;-1,211533;3,789064;9,830046;-0,050388;-0,076096;-0,115244
1655820520794;-1,245196;3,597815;9,538701;-0,050388;-0,076096;-0,115244
1655820520804;-1,245196;3,597815;9,538701;-0,050388;-0,076096;-0,115244
1655820520814;-1,245196;3,597815;9,538701;0,019164;-0,015533;-0,128543
1655820520997;-1,03894;2,698064;8,960654;0,019164;-0,015533;-0,128543
1655820520824;-1,247705;3,312905;9,279744;0,019164;-0,015533;-0,128543
1655820521007;-1,03894;2,698064;8,960654;0,035483;0,018204;-0,094597
1655820520834;-1,247705;3,312905;9,279744;0,035483;0,018204;-0,094597
1655820521017;-1,03894;2,698064;8,960654;0,035483;0,018204;-0,094597
1655820520844;-1,247705;3,312905;9,279744;0,171374;-0,041452;-0,104283
1655820520855;-1,232736;2,981566;9,693117;0,171374;-0,041452;-0,104283
1655820520865;-1,232736;2,981566;9,693117;0,171374;-0,041452;-0,104283
1655820520875;-1,232736;2,981566;9,693117;0,171374;-0,041452;-0,104283
1655820520885;-1,232736;2,981566;9,693117;0,168407;0,104947;-0,05236
1655820520895;-1,280275;2,688641;9,325588;0,168407;0,104947;-0,05236
1655820520905;-1,280275;2,688641;9,325588;0,168407;0,104947;-0,05236
1655820520915;-1,280275;2,688641;9,325588;0,196681;0,01302;-0,017191
1655820520925;-0,920092;2,673433;9,355133;0,196681;0,01302;-0,017191
1655820520935;-0,920092;2,673433;9,355133;0,196681;0,01302;-0,017191
1655820520946;-0,920092;2,673433;9,355133;0,243648;-0,116955;-0,154776
1655820520956;-0,761442;2,638784;9,606571;0,243648;-0,116955;-0,154776
1655820520966;-0,761442;2,638784;9,606571;0,243648;-0,116955;-0,154776
1655820520976;-0,761442;2,638784;9,606571;0,243648;-0,116955;-0,154776
1655820520987;-0,761442;2,638784;9,606571;0,156835;0,043249;-0,25775
1655820521027;-1,280419;2,591369;9,440309;0,156835;0,043249;-0,25775
1655820521038;-1,280419;2,591369;9,440309;0,156835;0,043249;-0,25775
1655820521048;-1,280419;2,591369;9,440309;0,004887;0,117199;-0,258902
1655820521058;-1,34558;2,795336;9,300009;0,004887;0,117199;-0,258902
1655820521068;-1,34558;2,795336;9,300009;0,004887;0,117199;-0,258902
1655820521079;-1,34558;2,795336;9,300009;-0,053843;0,000803;-0,190974
1655820521089;-1,133875;2,943652;8,744267;-0,053843;0,000803;-0,190974
1655820521099;-1,133875;2,943652;8,744267;-0,053843;0,000803;-0,190974
1655820521109;-1,133875;2,943652;8,744267;-0,094161;-0,089151;-0,103899
1655820521119;-1,133875;2,943652;8,744267;-0,094161;-0,089151;-0,103899
1655820521130;-1,119433;3,112137;8,947391;-0,094161;-0,089151;-0,103899
1655820521140;-1,119433;3,112137;8,947391;-0,094161;-0,089151;-0,103899
1655820521150;-1,119433;3,112137;8,947391;-0,052971;0,053704;-0,109851
1655820521160;-1,145242;3,242649;8,559913;-0,052971;0,053704;-0,109851
1655820521170;-1,145242;3,242649;8,559913;-0,052971;0,053704;-0,109851
1655820521180;-1,145242;3,242649;8,559913;0,017191;0,010245;-0,103062
1655820521191;-1,127171;3,364188;8,443286;0,017191;0,010245;-0,103062
1655820521201;-1,127171;3,364188;8,443286;0,017191;0,010245;-0,103062
1655820521211;-1,127171;3,364188;8,443286;0,01419;0,006126;-0,097058
1655820521221;-1,196239;3,464917;8,991596;0,01419;0,006126;-0,097058
1655820521231;-1,196239;3,464917;8,991596;0,01419;0,006126;-0,097058
1655820521241;-1,196239;3,464917;8,991596;0,0185;0,095592;-0,083549
1655820521251;-1,196239;3,464917;8,991596;0,0185;0,095592;-0,083549
1655820521262;-1,266887;3,809204;8,295382;0,0185;0,095592;-0,083549
1655820521272;-1,266887;3,809204;8,295382;0,0185;0,095592;-0,083549
1655820521282;-1,266887;3,809204;8,295382;-0,013945;0,011589;0,002112
1655820521292;-0,843324;3,789064;8,99198;-0,013945;0,011589;0,002112
1655820521302;-0,843324;3,789064;8,99198;-0,013945;0,011589;0,002112
1655820521313;-0,843324;3,789064;8,99198;0,001431;-0,142733;0,048485
1655820521323;-0,770081;3,806455;9,156404;0,001431;-0,142733;0,048485
1655820521333;-0,770081;3,806455;9,156404;0,001431;-0,142733;0,048485
1655820521343;-0,770081;3,806455;9,156404;-0,052482;-0,027873;-0,011572
1655820521353;-0,770081;3,806455;9,156404;-0,052482;-0,027873;-0,011572
1655820521363;-0,932838;3,959454;9,018221;-0,052482;-0,027873;-0,011572
1655820521373;-0,932838;3,959454;9,018221;-0,052482;-0,027873;-0,011572
1655820521384;-0,932838;3,959454;9,018221;-0,125454;0,210399;0,040701
1655820521394;-1,109339;4,001822;9,643356;-0,125454;0,210399;0,040701
1655820521404;-1,109339;4,001822;9,643356;-0,125454;0,210399;0,040701
1655820521415;-1,109339;4,001822;9,643356;-0,050597;0,060947;0,046688
1655820521425;-1,275114;3,992877;9,400066;-0,050597;0,060947;0,046688
1655820521435;-1,275114;3,992877;9,400066;-0,050597;0,060947;0,046688
1655820521446;-1,275114;3,992877;9,400066;0,045623;0,029095;0,13172
1655820521456;-1,177104;3,992609;9,734259;0,045623;0,029095;0,13172
1655820521466;-1,177104;3,992609;9,734259;0,045623;0,029095;0,13172
1655820521476;-1,177104;3,992609;9,734259;0,040841;0,071471;0,205478
1655820521486;-1,177104;3,992609;9,734259;0,040841;0,071471;0,205478
1655820521496;-0,990443;3,882016;9,612222;0,040841;0,071471;0,205478
1655820521506;-0,990443;3,882016;9,612222;0,040841;0,071471;0,205478
1655820521517;-0,990443;3,882016;9,612222;0,15783;-0,004049;0,259792
